%Freq (Hz)	Omega
4.460000e+02	6.612286e-06
4.462500e+02	6.628053e-06
4.465000e+02	6.643848e-06
4.467500e+02	6.659672e-06
4.470000e+02	6.675525e-06
4.472500e+02	6.691407e-06
4.475000e+02	6.707318e-06
4.477500e+02	6.723258e-06
4.480000e+02	6.739226e-06
4.482500e+02	6.755224e-06
4.485000e+02	6.771250e-06
4.487500e+02	6.787306e-06
4.490000e+02	6.803391e-06
4.492500e+02	6.819505e-06
4.495000e+02	6.835648e-06
4.497500e+02	6.851820e-06
4.500000e+02	6.868022e-06
4.502500e+02	6.884253e-06
4.505000e+02	6.900513e-06
4.507500e+02	6.916802e-06
4.510000e+02	6.933121e-06
4.512500e+02	6.949469e-06
4.515000e+02	6.965847e-06
4.517500e+02	6.982254e-06
4.520000e+02	6.998691e-06
4.522500e+02	7.015157e-06
4.525000e+02	7.031653e-06
4.527500e+02	7.048179e-06
4.530000e+02	7.064734e-06
4.532500e+02	7.081319e-06
4.535000e+02	7.097934e-06
4.537500e+02	7.114579e-06
4.540000e+02	7.131253e-06
4.542500e+02	7.147957e-06
4.545000e+02	7.164692e-06
4.547500e+02	7.181456e-06
4.550000e+02	7.198250e-06
4.552500e+02	7.215074e-06
4.555000e+02	7.231928e-06
4.557500e+02	7.248812e-06
4.560000e+02	7.265727e-06
4.562500e+02	7.282671e-06
4.565000e+02	7.299646e-06
4.567500e+02	7.316651e-06
4.570000e+02	7.333686e-06
4.572500e+02	7.350752e-06
4.575000e+02	7.367848e-06
4.577500e+02	7.384974e-06
4.580000e+02	7.402131e-06
4.582500e+02	7.419318e-06
4.585000e+02	7.436536e-06
4.587500e+02	7.453784e-06
4.590000e+02	7.471063e-06
4.592500e+02	7.488372e-06
4.595000e+02	7.505712e-06
4.597500e+02	7.523083e-06
4.600000e+02	7.540485e-06
4.602500e+02	7.557917e-06
4.605000e+02	7.575380e-06
4.607500e+02	7.592874e-06
4.610000e+02	7.610399e-06
4.612500e+02	7.627954e-06
4.615000e+02	7.645541e-06
4.617500e+02	7.663159e-06
4.620000e+02	7.680807e-06
4.622500e+02	7.698487e-06
4.625000e+02	7.716198e-06
4.627500e+02	7.733940e-06
4.630000e+02	7.751713e-06
4.632500e+02	7.769517e-06
4.635000e+02	7.787353e-06
4.637500e+02	7.805220e-06
4.640000e+02	7.823118e-06
4.642500e+02	7.841048e-06
4.645000e+02	7.859009e-06
4.647500e+02	7.877001e-06
4.650000e+02	7.895025e-06
4.652500e+02	7.913081e-06
4.655000e+02	7.931168e-06
4.657500e+02	7.949286e-06
4.660000e+02	7.967437e-06
4.662500e+02	7.985619e-06
4.665000e+02	8.003832e-06
4.667500e+02	8.022078e-06
4.670000e+02	8.040355e-06
4.672500e+02	8.058664e-06
4.675000e+02	8.077005e-06
4.677500e+02	8.095378e-06
4.680000e+02	8.113782e-06
4.682500e+02	8.132219e-06
4.685000e+02	8.150688e-06
4.687500e+02	8.169189e-06
4.690000e+02	8.187721e-06
4.692500e+02	8.206286e-06
4.695000e+02	8.224884e-06
4.697500e+02	8.243513e-06
4.700000e+02	8.262175e-06
4.702500e+02	8.280869e-06
4.705000e+02	8.299595e-06
4.707500e+02	8.318354e-06
4.710000e+02	8.337145e-06
4.712500e+02	8.355968e-06
4.715000e+02	8.374824e-06
4.717500e+02	8.393713e-06
4.720000e+02	8.412634e-06
4.722500e+02	8.431587e-06
4.725000e+02	8.450573e-06
4.727500e+02	8.469592e-06
4.730000e+02	8.488644e-06
4.732500e+02	8.507729e-06
4.735000e+02	8.526846e-06
4.737500e+02	8.545996e-06
4.740000e+02	8.565179e-06
4.742500e+02	8.584395e-06
4.745000e+02	8.603643e-06
4.747500e+02	8.622925e-06
4.750000e+02	8.642240e-06
4.752500e+02	8.661588e-06
4.755000e+02	8.680969e-06
4.757500e+02	8.700383e-06
4.760000e+02	8.719830e-06
4.762500e+02	8.739311e-06
4.765000e+02	8.758824e-06
4.767500e+02	8.778372e-06
4.770000e+02	8.797952e-06
4.772500e+02	8.817566e-06
4.775000e+02	8.837213e-06
4.777500e+02	8.856894e-06
4.780000e+02	8.876608e-06
4.782500e+02	8.896356e-06
4.785000e+02	8.916137e-06
4.787500e+02	8.935952e-06
4.790000e+02	8.955800e-06
4.792500e+02	8.975683e-06
4.795000e+02	8.995599e-06
4.797500e+02	9.015549e-06
4.800000e+02	9.035532e-06
4.802500e+02	9.055550e-06
4.805000e+02	9.075601e-06
4.807500e+02	9.095686e-06
4.810000e+02	9.115806e-06
4.812500e+02	9.135959e-06
4.815000e+02	9.156146e-06
4.817500e+02	9.176368e-06
4.820000e+02	9.196623e-06
4.822500e+02	9.216913e-06
4.825000e+02	9.237237e-06
4.827500e+02	9.257595e-06
4.830000e+02	9.277988e-06
4.832500e+02	9.298414e-06
4.835000e+02	9.318876e-06
4.837500e+02	9.339371e-06
4.840000e+02	9.359901e-06
4.842500e+02	9.380466e-06
4.845000e+02	9.401065e-06
4.847500e+02	9.421699e-06
4.850000e+02	9.442367e-06
4.852500e+02	9.463070e-06
4.855000e+02	9.483807e-06
4.857500e+02	9.504580e-06
4.860000e+02	9.525387e-06
4.862500e+02	9.546229e-06
4.865000e+02	9.567106e-06
4.867500e+02	9.588017e-06
4.870000e+02	9.608964e-06
4.872500e+02	9.629946e-06
4.875000e+02	9.650962e-06
4.877500e+02	9.672014e-06
4.880000e+02	9.693101e-06
4.882500e+02	9.714223e-06
4.885000e+02	9.735380e-06
4.887500e+02	9.756572e-06
4.890000e+02	9.777800e-06
4.892500e+02	9.799062e-06
4.895000e+02	9.820361e-06
4.897500e+02	9.841694e-06
4.900000e+02	9.863063e-06
4.902500e+02	9.884468e-06
4.905000e+02	9.905908e-06
4.907500e+02	9.927383e-06
4.910000e+02	9.948894e-06
4.912500e+02	9.970441e-06
4.915000e+02	9.992023e-06
4.917500e+02	1.001364e-05
4.920000e+02	1.003530e-05
4.922500e+02	1.005699e-05
4.925000e+02	1.007871e-05
4.927500e+02	1.010047e-05
4.930000e+02	1.012227e-05
4.932500e+02	1.014410e-05
4.935000e+02	1.016597e-05
4.937500e+02	1.018788e-05
4.940000e+02	1.020982e-05
4.942500e+02	1.023180e-05
4.945000e+02	1.025381e-05
4.947500e+02	1.027586e-05
4.950000e+02	1.029795e-05
4.952500e+02	1.032007e-05
4.955000e+02	1.034223e-05
4.957500e+02	1.036442e-05
4.960000e+02	1.038665e-05
4.962500e+02	1.040892e-05
4.965000e+02	1.043122e-05
4.967500e+02	1.045357e-05
4.970000e+02	1.047594e-05
4.972500e+02	1.049836e-05
4.975000e+02	1.052081e-05
4.977500e+02	1.054330e-05
4.980000e+02	1.056582e-05
4.982500e+02	1.058838e-05
4.985000e+02	1.061098e-05
4.987500e+02	1.063361e-05
4.990000e+02	1.065628e-05
4.992500e+02	1.067899e-05
4.995000e+02	1.070174e-05
4.997500e+02	1.072452e-05
5.000000e+02	1.074734e-05
5.002500e+02	1.077020e-05
5.005000e+02	1.079309e-05
5.007500e+02	1.081602e-05
5.010000e+02	1.083899e-05
5.012500e+02	1.086200e-05
5.015000e+02	1.088504e-05
5.017500e+02	1.090812e-05
5.020000e+02	1.093124e-05
5.022500e+02	1.095439e-05
5.025000e+02	1.097758e-05
5.027500e+02	1.100081e-05
5.030000e+02	1.102408e-05
5.032500e+02	1.104739e-05
5.035000e+02	1.107073e-05
5.037500e+02	1.109411e-05
5.040000e+02	1.111753e-05
5.042500e+02	1.114098e-05
5.045000e+02	1.116448e-05
5.047500e+02	1.118801e-05
5.050000e+02	1.121158e-05
5.052500e+02	1.123519e-05
5.055000e+02	1.125883e-05
5.057500e+02	1.128252e-05
5.060000e+02	1.130624e-05
5.062500e+02	1.133000e-05
5.065000e+02	1.135380e-05
5.067500e+02	1.137763e-05
5.070000e+02	1.140151e-05
5.072500e+02	1.142542e-05
5.075000e+02	1.144937e-05
5.077500e+02	1.147336e-05
5.080000e+02	1.149739e-05
5.082500e+02	1.152146e-05
5.085000e+02	1.154556e-05
5.087500e+02	1.156970e-05
5.090000e+02	1.159389e-05
5.092500e+02	1.161811e-05
5.095000e+02	1.164237e-05
5.097500e+02	1.166666e-05
5.100000e+02	1.169100e-05
5.102500e+02	1.171538e-05
5.105000e+02	1.173979e-05
5.107500e+02	1.176425e-05
5.110000e+02	1.178874e-05
5.112500e+02	1.181327e-05
5.115000e+02	1.183784e-05
5.117500e+02	1.186245e-05
5.120000e+02	1.188710e-05
5.122500e+02	1.191178e-05
5.125000e+02	1.193651e-05
5.127500e+02	1.196128e-05
5.130000e+02	1.198608e-05
5.132500e+02	1.201093e-05
5.135000e+02	1.203581e-05
5.137500e+02	1.206074e-05
5.140000e+02	1.208570e-05
5.142500e+02	1.211070e-05
5.145000e+02	1.213574e-05
5.147500e+02	1.216082e-05
5.150000e+02	1.218594e-05
5.152500e+02	1.221111e-05
5.155000e+02	1.223631e-05
5.157500e+02	1.226155e-05
5.160000e+02	1.228683e-05
5.162500e+02	1.231215e-05
5.165000e+02	1.233751e-05
5.167500e+02	1.236291e-05
5.170000e+02	1.238834e-05
5.172500e+02	1.241382e-05
5.175000e+02	1.243934e-05
5.177500e+02	1.246490e-05
5.180000e+02	1.249050e-05
5.182500e+02	1.251614e-05
5.185000e+02	1.254182e-05
5.187500e+02	1.256754e-05
5.190000e+02	1.259331e-05
5.192500e+02	1.261911e-05
5.195000e+02	1.264495e-05
5.197500e+02	1.267083e-05
5.200000e+02	1.269675e-05
5.202500e+02	1.272272e-05
5.205000e+02	1.274872e-05
5.207500e+02	1.277476e-05
5.210000e+02	1.280085e-05
5.212500e+02	1.282698e-05
5.215000e+02	1.285314e-05
5.217500e+02	1.287935e-05
5.220000e+02	1.290560e-05
5.222500e+02	1.293189e-05
5.225000e+02	1.295822e-05
5.227500e+02	1.298459e-05
5.230000e+02	1.301100e-05
5.232500e+02	1.303745e-05
5.235000e+02	1.306395e-05
5.237500e+02	1.309048e-05
5.240000e+02	1.311706e-05
5.242500e+02	1.314368e-05
5.245000e+02	1.317033e-05
5.247500e+02	1.319704e-05
5.250000e+02	1.322378e-05
5.252500e+02	1.325056e-05
5.255000e+02	1.327738e-05
5.257500e+02	1.330425e-05
5.260000e+02	1.333116e-05
5.262500e+02	1.335811e-05
5.265000e+02	1.338510e-05
5.267500e+02	1.341213e-05
5.270000e+02	1.343921e-05
5.272500e+02	1.346632e-05
5.275000e+02	1.349348e-05
5.277500e+02	1.352068e-05
5.280000e+02	1.354792e-05
5.282500e+02	1.357520e-05
5.285000e+02	1.360253e-05
5.287500e+02	1.362990e-05
5.290000e+02	1.365731e-05
5.292500e+02	1.368476e-05
5.295000e+02	1.371225e-05
5.297500e+02	1.373979e-05
5.300000e+02	1.376737e-05
5.302500e+02	1.379499e-05
5.305000e+02	1.382265e-05
5.307500e+02	1.385036e-05
5.310000e+02	1.387811e-05
5.312500e+02	1.390590e-05
5.315000e+02	1.393373e-05
5.317500e+02	1.396161e-05
5.320000e+02	1.398952e-05
5.322500e+02	1.401748e-05
5.325000e+02	1.404549e-05
5.327500e+02	1.407353e-05
5.330000e+02	1.410162e-05
5.332500e+02	1.412976e-05
5.335000e+02	1.415793e-05
5.337500e+02	1.418615e-05
5.340000e+02	1.421441e-05
5.342500e+02	1.424271e-05
5.345000e+02	1.427106e-05
5.347500e+02	1.429945e-05
5.350000e+02	1.432788e-05
5.352500e+02	1.435636e-05
5.355000e+02	1.438488e-05
5.357500e+02	1.441344e-05
5.360000e+02	1.444205e-05
5.362500e+02	1.447070e-05
5.365000e+02	1.449939e-05
5.367500e+02	1.452813e-05
5.370000e+02	1.455691e-05
5.372500e+02	1.458573e-05
5.375000e+02	1.461460e-05
5.377500e+02	1.464351e-05
5.380000e+02	1.467247e-05
5.382500e+02	1.470147e-05
5.385000e+02	1.473051e-05
5.387500e+02	1.475959e-05
5.390000e+02	1.478872e-05
5.392500e+02	1.481790e-05
5.395000e+02	1.484712e-05
5.397500e+02	1.487638e-05
5.400000e+02	1.490569e-05
5.402500e+02	1.493504e-05
5.405000e+02	1.496443e-05
5.407500e+02	1.499387e-05
5.410000e+02	1.502335e-05
5.412500e+02	1.505288e-05
5.415000e+02	1.508245e-05
5.417500e+02	1.511207e-05
5.420000e+02	1.514173e-05
5.422500e+02	1.517143e-05
5.425000e+02	1.520118e-05
5.427500e+02	1.523098e-05
5.430000e+02	1.526082e-05
5.432500e+02	1.529070e-05
5.435000e+02	1.532063e-05
5.437500e+02	1.535060e-05
5.440000e+02	1.538062e-05
5.442500e+02	1.541068e-05
5.445000e+02	1.544079e-05
5.447500e+02	1.547094e-05
5.450000e+02	1.550114e-05
5.452500e+02	1.553138e-05
5.455000e+02	1.556167e-05
5.457500e+02	1.559200e-05
5.460000e+02	1.562238e-05
5.462500e+02	1.565280e-05
5.465000e+02	1.568327e-05
5.467500e+02	1.571379e-05
5.470000e+02	1.574435e-05
5.472500e+02	1.577495e-05
5.475000e+02	1.580560e-05
5.477500e+02	1.583630e-05
5.480000e+02	1.586704e-05
5.482500e+02	1.589782e-05
5.485000e+02	1.592866e-05
5.487500e+02	1.595954e-05
5.490000e+02	1.599046e-05
5.492500e+02	1.602143e-05
5.495000e+02	1.605244e-05
5.497500e+02	1.608351e-05
5.500000e+02	1.611461e-05
5.502500e+02	1.614577e-05
5.505000e+02	1.617697e-05
5.507500e+02	1.620821e-05
5.510000e+02	1.623950e-05
5.512500e+02	1.627084e-05
5.515000e+02	1.630223e-05
5.517500e+02	1.633366e-05
5.520000e+02	1.636513e-05
5.522500e+02	1.639666e-05
5.525000e+02	1.642823e-05
5.527500e+02	1.645984e-05
5.530000e+02	1.649150e-05
5.532500e+02	1.652321e-05
5.535000e+02	1.655497e-05
5.537500e+02	1.658677e-05
5.540000e+02	1.661862e-05
5.542500e+02	1.665052e-05
5.545000e+02	1.668246e-05
5.547500e+02	1.671445e-05
5.550000e+02	1.674648e-05
5.552500e+02	1.677857e-05
5.555000e+02	1.681070e-05
5.557500e+02	1.684288e-05
5.560000e+02	1.687510e-05
5.562500e+02	1.690737e-05
5.565000e+02	1.693969e-05
5.567500e+02	1.697206e-05
5.570000e+02	1.700447e-05
5.572500e+02	1.703693e-05
5.575000e+02	1.706944e-05
5.577500e+02	1.710199e-05
5.580000e+02	1.713459e-05
5.582500e+02	1.716724e-05
5.585000e+02	1.719994e-05
5.587500e+02	1.723269e-05
5.590000e+02	1.726548e-05
5.592500e+02	1.729832e-05
5.595000e+02	1.733121e-05
5.597500e+02	1.736415e-05
5.600000e+02	1.739713e-05
5.602500e+02	1.743016e-05
5.605000e+02	1.746324e-05
5.607500e+02	1.749637e-05
5.610000e+02	1.752954e-05
5.612500e+02	1.756277e-05
5.615000e+02	1.759604e-05
5.617500e+02	1.762936e-05
5.620000e+02	1.766273e-05
5.622500e+02	1.769615e-05
5.625000e+02	1.772961e-05
5.627500e+02	1.776312e-05
5.630000e+02	1.779669e-05
5.632500e+02	1.783030e-05
5.635000e+02	1.786396e-05
5.637500e+02	1.789766e-05
5.640000e+02	1.793142e-05
5.642500e+02	1.796522e-05
5.645000e+02	1.799908e-05
5.647500e+02	1.803298e-05
5.650000e+02	1.806693e-05
5.652500e+02	1.810093e-05
5.655000e+02	1.813498e-05
5.657500e+02	1.816908e-05
5.660000e+02	1.820322e-05
5.662500e+02	1.823742e-05
5.665000e+02	1.827166e-05
5.667500e+02	1.830596e-05
5.670000e+02	1.834030e-05
5.672500e+02	1.837469e-05
5.675000e+02	1.840914e-05
5.677500e+02	1.844363e-05
5.680000e+02	1.847817e-05
5.682500e+02	1.851276e-05
5.685000e+02	1.854740e-05
5.687500e+02	1.858209e-05
5.690000e+02	1.861682e-05
5.692500e+02	1.865161e-05
5.695000e+02	1.868645e-05
5.697500e+02	1.872134e-05
5.700000e+02	1.875628e-05
5.702500e+02	1.879126e-05
5.705000e+02	1.882630e-05
5.707500e+02	1.886139e-05
5.710000e+02	1.889652e-05
5.712500e+02	1.893171e-05
5.715000e+02	1.896695e-05
5.717500e+02	1.900224e-05
5.720000e+02	1.903757e-05
5.722500e+02	1.907296e-05
5.725000e+02	1.910840e-05
5.727500e+02	1.914389e-05
5.730000e+02	1.917943e-05
5.732500e+02	1.921502e-05
5.735000e+02	1.925066e-05
5.737500e+02	1.928635e-05
5.740000e+02	1.932209e-05
5.742500e+02	1.935788e-05
5.745000e+02	1.939372e-05
5.747500e+02	1.942961e-05
5.750000e+02	1.946556e-05
5.752500e+02	1.950155e-05
5.755000e+02	1.953760e-05
5.757500e+02	1.957369e-05
5.760000e+02	1.960984e-05
5.762500e+02	1.964604e-05
5.765000e+02	1.968229e-05
5.767500e+02	1.971859e-05
5.770000e+02	1.975494e-05
5.772500e+02	1.979134e-05
5.775000e+02	1.982780e-05
5.777500e+02	1.986430e-05
5.780000e+02	1.990086e-05
5.782500e+02	1.993747e-05
5.785000e+02	1.997413e-05
5.787500e+02	2.001084e-05
5.790000e+02	2.004760e-05
5.792500e+02	2.008441e-05
5.795000e+02	2.012128e-05
5.797500e+02	2.015820e-05
5.800000e+02	2.019517e-05
5.802500e+02	2.023219e-05
5.805000e+02	2.026926e-05
5.807500e+02	2.030639e-05
5.810000e+02	2.034356e-05
5.812500e+02	2.038079e-05
5.815000e+02	2.041807e-05
5.817500e+02	2.045541e-05
5.820000e+02	2.049279e-05
5.822500e+02	2.053023e-05
5.825000e+02	2.056772e-05
5.827500e+02	2.060526e-05
5.830000e+02	2.064286e-05
5.832500e+02	2.068051e-05
5.835000e+02	2.071821e-05
5.837500e+02	2.075596e-05
5.840000e+02	2.079376e-05
5.842500e+02	2.083162e-05
5.845000e+02	2.086953e-05
5.847500e+02	2.090749e-05
5.850000e+02	2.094551e-05
5.852500e+02	2.098358e-05
5.855000e+02	2.102170e-05
5.857500e+02	2.105987e-05
5.860000e+02	2.109810e-05
5.862500e+02	2.113638e-05
5.865000e+02	2.117471e-05
5.867500e+02	2.121310e-05
5.870000e+02	2.125154e-05
5.872500e+02	2.129003e-05
5.875000e+02	2.132858e-05
5.877500e+02	2.136718e-05
5.880000e+02	2.140583e-05
5.882500e+02	2.144454e-05
5.885000e+02	2.148330e-05
5.887500e+02	2.152211e-05
5.890000e+02	2.156098e-05
5.892500e+02	2.159990e-05
5.895000e+02	2.163887e-05
5.897500e+02	2.167790e-05
5.900000e+02	2.171698e-05
5.902500e+02	2.175612e-05
5.905000e+02	2.179531e-05
5.907500e+02	2.183455e-05
5.910000e+02	2.187385e-05
5.912500e+02	2.191320e-05
5.915000e+02	2.195261e-05
5.917500e+02	2.199207e-05
5.920000e+02	2.203158e-05
5.922500e+02	2.207115e-05
5.925000e+02	2.211078e-05
5.927500e+02	2.215045e-05
5.930000e+02	2.219018e-05
5.932500e+02	2.222997e-05
5.935000e+02	2.226981e-05
5.937500e+02	2.230971e-05
5.940000e+02	2.234966e-05
5.942500e+02	2.238966e-05
5.945000e+02	2.242972e-05
5.947500e+02	2.246984e-05
5.950000e+02	2.251000e-05
5.952500e+02	2.255023e-05
5.955000e+02	2.259051e-05
5.957500e+02	2.263084e-05
5.960000e+02	2.267123e-05
5.962500e+02	2.271167e-05
5.965000e+02	2.275217e-05
5.967500e+02	2.279273e-05
5.970000e+02	2.283334e-05
5.972500e+02	2.287400e-05
5.975000e+02	2.291472e-05
5.977500e+02	2.295550e-05
5.980000e+02	2.299633e-05
5.982500e+02	2.303722e-05
5.985000e+02	2.307816e-05
5.987500e+02	2.311916e-05
5.990000e+02	2.316021e-05
5.992500e+02	2.320132e-05
5.995000e+02	2.324248e-05
5.997500e+02	2.328370e-05
6.000000e+02	2.332498e-05
6.002500e+02	2.336631e-05
6.005000e+02	2.340770e-05
6.007500e+02	2.344915e-05
6.010000e+02	2.349065e-05
6.012500e+02	2.353220e-05
6.015000e+02	2.357382e-05
6.017500e+02	2.361549e-05
6.020000e+02	2.365721e-05
6.022500e+02	2.369899e-05
6.025000e+02	2.374083e-05
6.027500e+02	2.378273e-05
6.030000e+02	2.382468e-05
6.032500e+02	2.386669e-05
6.035000e+02	2.390875e-05
6.037500e+02	2.395087e-05
6.040000e+02	2.399305e-05
6.042500e+02	2.403529e-05
6.045000e+02	2.407758e-05
6.047500e+02	2.411993e-05
6.050000e+02	2.416233e-05
6.052500e+02	2.420479e-05
6.055000e+02	2.424731e-05
6.057500e+02	2.428989e-05
6.060000e+02	2.433252e-05
6.062500e+02	2.437521e-05
6.065000e+02	2.441796e-05
6.067500e+02	2.446077e-05
6.070000e+02	2.450363e-05
6.072500e+02	2.454655e-05
6.075000e+02	2.458953e-05
6.077500e+02	2.463256e-05
6.080000e+02	2.467565e-05
6.082500e+02	2.471881e-05
6.085000e+02	2.476201e-05
6.087500e+02	2.480528e-05
6.090000e+02	2.484860e-05
6.092500e+02	2.489198e-05
6.095000e+02	2.493542e-05
6.097500e+02	2.497892e-05
6.100000e+02	2.502248e-05
6.102500e+02	2.506609e-05
6.105000e+02	2.511138e-05
6.107500e+02	2.515769e-05
6.110000e+02	2.520406e-05
6.112500e+02	2.525050e-05
6.115000e+02	2.529701e-05
6.117500e+02	2.534358e-05
6.120000e+02	2.539022e-05
6.122500e+02	2.543693e-05
6.125000e+02	2.548370e-05
6.127500e+02	2.553054e-05
6.130000e+02	2.557745e-05
6.132500e+02	2.562442e-05
6.135000e+02	2.567147e-05
6.137500e+02	2.571857e-05
6.140000e+02	2.576575e-05
6.142500e+02	2.581299e-05
6.145000e+02	2.586030e-05
6.147500e+02	2.590768e-05
6.150000e+02	2.595513e-05
6.152500e+02	2.600264e-05
6.155000e+02	2.605022e-05
6.157500e+02	2.609787e-05
6.160000e+02	2.614558e-05
6.162500e+02	2.619337e-05
6.165000e+02	2.624122e-05
6.167500e+02	2.628914e-05
6.170000e+02	2.633712e-05
6.172500e+02	2.638518e-05
6.175000e+02	2.643330e-05
6.177500e+02	2.648150e-05
6.180000e+02	2.652976e-05
6.182500e+02	2.657808e-05
6.185000e+02	2.662648e-05
6.187500e+02	2.667495e-05
6.190000e+02	2.672348e-05
6.192500e+02	2.677208e-05
6.195000e+02	2.682076e-05
6.197500e+02	2.686950e-05
6.200000e+02	2.691831e-05
6.202500e+02	2.696718e-05
6.205000e+02	2.701613e-05
6.207500e+02	2.706515e-05
6.210000e+02	2.711423e-05
6.212500e+02	2.716339e-05
6.215000e+02	2.721261e-05
6.217500e+02	2.726190e-05
6.220000e+02	2.731127e-05
6.222500e+02	2.736070e-05
6.225000e+02	2.741020e-05
6.227500e+02	2.745977e-05
6.230000e+02	2.750941e-05
6.232500e+02	2.755912e-05
6.235000e+02	2.760890e-05
6.237500e+02	2.765876e-05
6.240000e+02	2.770868e-05
6.242500e+02	2.775867e-05
6.245000e+02	2.780873e-05
6.247500e+02	2.785886e-05
6.250000e+02	2.790906e-05
6.252500e+02	2.795933e-05
6.255000e+02	2.800967e-05
6.257500e+02	2.806008e-05
6.260000e+02	2.811057e-05
6.262500e+02	2.816112e-05
6.265000e+02	2.821175e-05
6.267500e+02	2.826244e-05
6.270000e+02	2.831321e-05
6.272500e+02	2.836404e-05
6.275000e+02	2.841495e-05
6.277500e+02	2.846593e-05
6.280000e+02	2.851698e-05
6.282500e+02	2.856810e-05
6.285000e+02	2.861929e-05
6.287500e+02	2.867056e-05
6.290000e+02	2.872189e-05
6.292500e+02	2.877330e-05
6.295000e+02	2.882477e-05
6.297500e+02	2.887632e-05
6.300000e+02	2.892795e-05
6.302500e+02	2.897964e-05
6.305000e+02	2.903140e-05
6.307500e+02	2.908324e-05
6.310000e+02	2.913515e-05
6.312500e+02	2.918713e-05
6.315000e+02	2.923918e-05
6.317500e+02	2.929131e-05
6.320000e+02	2.934350e-05
6.322500e+02	2.939577e-05
6.325000e+02	2.944811e-05
6.327500e+02	2.950053e-05
6.330000e+02	2.955302e-05
6.332500e+02	2.960558e-05
6.335000e+02	2.965821e-05
6.337500e+02	2.971091e-05
6.340000e+02	2.976369e-05
6.342500e+02	2.981654e-05
6.345000e+02	2.986946e-05
6.347500e+02	2.992246e-05
6.350000e+02	2.997553e-05
6.352500e+02	3.002867e-05
6.355000e+02	3.008189e-05
6.357500e+02	3.013518e-05
6.360000e+02	3.018854e-05
6.362500e+02	3.024198e-05
6.365000e+02	3.029549e-05
6.367500e+02	3.034907e-05
6.370000e+02	3.040273e-05
6.372500e+02	3.045646e-05
6.375000e+02	3.051026e-05
6.377500e+02	3.056414e-05
6.380000e+02	3.061809e-05
6.382500e+02	3.067212e-05
6.385000e+02	3.072622e-05
6.387500e+02	3.078040e-05
6.390000e+02	3.083465e-05
6.392500e+02	3.088897e-05
6.395000e+02	3.094337e-05
6.397500e+02	3.099784e-05
6.400000e+02	3.105239e-05
6.402500e+02	3.110701e-05
6.405000e+02	3.116171e-05
6.407500e+02	3.121648e-05
6.410000e+02	3.127132e-05
6.412500e+02	3.132624e-05
6.415000e+02	3.138124e-05
6.417500e+02	3.143631e-05
6.420000e+02	3.149146e-05
6.422500e+02	3.154668e-05
6.425000e+02	3.160197e-05
6.427500e+02	3.165735e-05
6.430000e+02	3.171279e-05
6.432500e+02	3.176832e-05
6.435000e+02	3.182391e-05
6.437500e+02	3.187959e-05
6.440000e+02	3.193534e-05
6.442500e+02	3.199116e-05
6.445000e+02	3.204706e-05
6.447500e+02	3.210304e-05
6.450000e+02	3.215910e-05
6.452500e+02	3.221523e-05
6.455000e+02	3.227143e-05
6.457500e+02	3.232771e-05
6.460000e+02	3.238407e-05
6.462500e+02	3.244051e-05
6.465000e+02	3.249702e-05
6.467500e+02	3.255360e-05
6.470000e+02	3.261027e-05
6.472500e+02	3.266701e-05
6.475000e+02	3.272383e-05
6.477500e+02	3.278072e-05
6.480000e+02	3.283769e-05
6.482500e+02	3.289474e-05
6.485000e+02	3.295187e-05
6.487500e+02	3.300907e-05
6.490000e+02	3.306635e-05
6.492500e+02	3.312371e-05
6.495000e+02	3.318114e-05
6.497500e+02	3.323865e-05
6.500000e+02	3.329624e-05
6.502500e+02	3.335391e-05
6.505000e+02	3.341165e-05
6.507500e+02	3.346948e-05
6.510000e+02	3.352738e-05
6.512500e+02	3.358535e-05
6.515000e+02	3.364341e-05
6.517500e+02	3.370154e-05
6.520000e+02	3.375976e-05
6.522500e+02	3.381805e-05
6.525000e+02	3.387641e-05
6.527500e+02	3.393486e-05
6.530000e+02	3.399339e-05
6.532500e+02	3.405199e-05
6.535000e+02	3.411067e-05
6.537500e+02	3.416943e-05
6.540000e+02	3.422827e-05
6.542500e+02	3.428719e-05
6.545000e+02	3.434619e-05
6.547500e+02	3.440526e-05
6.550000e+02	3.446442e-05
6.552500e+02	3.452365e-05
6.555000e+02	3.458297e-05
6.557500e+02	3.464236e-05
6.560000e+02	3.470183e-05
6.562500e+02	3.476138e-05
6.565000e+02	3.482101e-05
6.567500e+02	3.488072e-05
6.570000e+02	3.494051e-05
6.572500e+02	3.500038e-05
6.575000e+02	3.506033e-05
6.577500e+02	3.512036e-05
6.580000e+02	3.518047e-05
6.582500e+02	3.524066e-05
6.585000e+02	3.530093e-05
6.587500e+02	3.536128e-05
6.590000e+02	3.542171e-05
6.592500e+02	3.548222e-05
6.595000e+02	3.554281e-05
6.597500e+02	3.560348e-05
6.600000e+02	3.566423e-05
6.602500e+02	3.572506e-05
6.605000e+02	3.578597e-05
6.607500e+02	3.584696e-05
6.610000e+02	3.590804e-05
6.612500e+02	3.596919e-05
6.615000e+02	3.603043e-05
6.617500e+02	3.609175e-05
6.620000e+02	3.615314e-05
6.622500e+02	3.621462e-05
6.625000e+02	3.627618e-05
6.627500e+02	3.633782e-05
6.630000e+02	3.639955e-05
6.632500e+02	3.646135e-05
6.635000e+02	3.652324e-05
6.637500e+02	3.658521e-05
6.640000e+02	3.664726e-05
6.642500e+02	3.670939e-05
